nohup: ignoring input
('==== Found maximium gradient [0.18926477, 0.18926477, 0.18926477] of gate '
 'e^[X0 Y1], RY[1], e^[X9 Y1] ====')
learning rate =  0.03785295635730998
0.059723894330686096 0.17714886732512347 0.44898778200149536
0.04854698518751994 0.158124194400231 0.23494189977645874
0.04607960458675055 0.15310677922699753 0.35064223408699036
0.0449255937750564 0.1510589100693068 0.310444712638855
0.04396410858626449 0.14977212207279164 0.19821658730506897
0.04330843643185781 0.14923804589564635 0.18623580038547516
0.04346985175996003 0.14997922536150643 0.2595965266227722
0.04297427993911186 0.14929790614593055 0.26956236362457275
0.04184708162836659 0.1472571047786924 0.21216702461242676
0.04085816976805605 0.14527517487008826 0.13557612895965576
0.040573201062173034 0.1444642610701925 0.13626079261302948
0.040754766951827504 0.14456443515283243 0.18657951056957245
0.0406630140344478 0.14440362232279516 0.19854015111923218
0.040137805804042685 0.143701839593233 0.16268573701381683
0.03954405461894481 0.14298857664714668 0.1079513356089592
0.03923220973104889 0.1427364672064467 0.09935647249221802
0.03923873224387686 0.1428918261463571 0.13682100176811218
0.03930705364408584 0.14296859794175595 0.15484096109867096
0.03925851076211882 0.14270610575286122 0.13716040551662445
0.03914549613947628 0.14228418811305155 0.09869996458292007
0.03906665081265658 0.14193749945955858 0.07900740206241608
0.03901375768890726 0.1416890315831224 0.09737017005681992
0.03888503984373127 0.14139188918508158 0.11125145852565765
0.038662067228464186 0.14104502291899967 0.09897904843091965
0.0384724631494361 0.14087215555617988 0.06881748139858246
0.03842836859871142 0.14101991798635102 0.0572478324174881
0.03847730704432367 0.14130737011408134 0.07965251803398132
0.03845955813512374 0.14137583242093663 0.09505791962146759
0.038304911541017485 0.14107580223295293 0.08630780130624771
0.03812276256687248 0.14063029355561982 0.05779207497835159
0.03806617348396176 0.14036572844862885 0.035735610872507095
0.03815487829045608 0.14037829646851366 0.051620837301015854
0.03825773261733319 0.14047644352649477 0.06711319833993912
0.03825718216080213 0.14047229105199313 0.06339240074157715
0.03816850370427413 0.1403866577390405 0.04614485427737236
0.03807915880883482 0.14033944894472783 0.038401272147893906
0.038025102487724005 0.14034953294880906 0.050039131194353104
0.037966820558905 0.1403038920709447 0.056300196796655655
0.037888097092634306 0.14015829863675952 0.0466434545814991
0.03784087039729242 0.1400146238664918 0.02732856385409832
0.03787443681793981 0.13999333986652296 0.025128429755568504
0.03794813299342702 0.14005781501282039 0.039764393121004105
0.037972018185664085 0.14007902673912354 0.04428032413125038
0.03791410406479266 0.14000591657458122 0.03503267839550972
0.03783186877301771 0.139917196254075 0.022099042311310768
0.037792210013947905 0.1398974101303386 0.025528278201818466
0.03779454987048096 0.13991865985595162 0.03409061208367348
0.03779601996980354 0.13989608884238855 0.03267744183540344
