nohup: ignoring input
('==== Found maximium gradient [0.29810816, 0.29810813, 0.29810813] of gate '
 'e^[X1 Y0], e^[X6 Y0], e^[X13 Y0] ====')
learning rate =  0.05962163065212838
0.07780715339459152 0.07780715339459152 0.6273967623710632
0.039981999097603874 0.039981999097603874 0.2609078288078308
0.0239606249160198 0.0239606249160198 0.271937757730484
0.03900757947233128 0.03900757947233128 0.4376727044582367
0.04240255636769625 0.04240255636769625 0.4123087227344513
0.030062668403633815 0.030062668403633815 0.27291324734687805
0.019026815183296342 0.019026815183296342 0.1265263557434082
0.018552874697301585 0.018552874697301585 0.16317465901374817
0.02506567571425039 0.02506567571425039 0.26420995593070984
0.028745398891214715 0.028745398891214715 0.3016568422317505
0.025126749996178553 0.025126749996178553 0.2672556936740875
0.01780053696135927 0.01780053696135927 0.17981316149234772
0.012723902527665353 0.012723902527665353 0.07176610082387924
0.012911997812344282 0.012911997812344282 0.07960115373134613
0.01664368018550241 0.01664368018550241 0.16674081981182098
0.01964586309808003 0.01964586309808003 0.21447880566120148
0.019211860054647232 0.019211860054647232 0.21063435077667236
0.016073324755481424 0.016073324755481424 0.16290250420570374
0.012890267654350038 0.012890267654350038 0.0919947475194931
0.011716135950853565 0.011716135950853565 0.051521480083465576
0.01255508705633786 0.01255508705633786 0.0970267727971077
0.013805593882004825 0.013805593882004825 0.13869774341583252
0.01395063149867103 0.01395063149867103 0.1494312584400177
0.012827635591038116 0.012827635591038116 0.12854672968387604
0.011453197368367656 0.011453197368367656 0.08628329634666443
0.010885156796511515 0.010885156796511515 0.0497933067381382
0.011261903357949271 0.011261903357949271 0.06664066016674042
0.011820738115806972 0.011820738115806972 0.09906195849180222
0.01174901010996447 0.01174901010996447 0.11235080659389496
0.01095642467328813 0.01095642467328813 0.10069871693849564
0.010036705779884957 0.010036705779884957 0.06962711364030838
0.009603479023385136 0.009603479023385136 0.03603305295109749
0.009742729796707095 0.009742729796707095 0.04160270839929581
0.010051593837906747 0.010051593837906747 0.06775733083486557
0.010092829009216197 0.010092829009216197 0.0811925083398819
0.009769843536348924 0.009769843536348924 0.07654357701539993
0.009318316904398799 0.009318316904398799 0.057183969765901566
0.009015131970594364 0.009015131970594364 0.03434118628501892
0.00892911903576719 0.00892911903576719 0.03290953114628792
0.008923126146385595 0.008923126146385595 0.04922720044851303
0.008840162348944169 0.008840162348944169 0.058624785393476486
0.008657521551470614 0.008657521551470614 0.05495857074856758
0.008465122327977722 0.008465122327977722 0.040904171764850616
0.00834133434469669 0.00834133434469669 0.026699936017394066
0.008282795239947965 0.008282795239947965 0.02914702333509922
0.008232164061590507 0.008232164061590507 0.0402107834815979
0.008142164363781186 0.008142164363781186 0.04496891051530838
0.007999774439808614 0.007999774439808614 0.039792273193597794
0.007833985059872615 0.007833985059872615 0.02697713114321232
0.007704160800115335 0.007704160800115335 0.016202470287680626
0.0076493323328601145 0.0076493323328601145 0.022803334519267082
0.007641379905828695 0.007641379905828695 0.032502274960279465
0.007605227047855849 0.007605227047855849 0.03460186347365379
0.007500783287921045 0.007500783287921045 0.02805493026971817
0.007366795643686309 0.007366795643686309 0.01697700098156929
0.007271913678882414 0.007271913678882414 0.013660387136042118
0.00723458275827301 0.00723458275827301 0.021416714414954185
0.007211172365569096 0.007211172365569096 0.026136094704270363
0.0071557776453694925 0.0071557776453694925 0.023915380239486694
0.007071697589255902 0.007071697589255902 0.016359295696020126
0.006998355599255617 0.006998355599255617 0.010670310817658901
0.006961390364432319 0.006961390364432319 0.015254332683980465
0.006940616377033282 0.006940616377033282 0.02031089924275875
0.0068995653410789505 0.0068995653410789505 0.019993554800748825
0.006831938797531715 0.006831938797531715 0.014310541562736034
0.0067679663621269875 0.0067679663621269875 0.0074492390267550945
0.006735015049214589 0.006735015049214589 0.009802953340113163
0.00672316665638752 0.00672316665638752 0.015084123238921165
0.006701629520833032 0.006701629520833032 0.01616791822016239
0.006657323246021262 0.006657323246021262 0.012566379271447659
0.00660874329954464 0.00660874329954464 0.007018145639449358
0.006578224100056026 0.006578224100056026 0.007214710116386414
0.006563375774799063 0.006563375774799063 0.0112949563190341
0.006545631570221078 0.006545631570221078 0.01244404911994934
0.006515942519817368 0.006515942519817368 0.009803048335015774
0.006484919054095997 0.006484919054095997 0.005640437360852957
0.006466489089658535 0.006466489089658535 0.006135542411357164
0.006455722771280102 0.006455722771280102 0.009247079491615295
0.0064394390761463634 0.0064394390761463634 0.009828797541558743
0.006415575567159298 0.006415575567159298 0.007355480454862118
0.0063945983018190876 0.0063945983018190876 0.003925980534404516
0.006382913473650508 0.006382913473650508 0.004859225358814001
0.006375255731946313 0.006375255731946313 0.007307724561542273
0.006363490955069584 0.006363490955069584 0.007566966116428375
0.006348146246267463 0.006348146246267463 0.005612044129520655
0.00633561816433829 0.00633561816433829 0.003428176511079073
0.00632729506408574 0.00632729506408574 0.004276062827557325
0.006319677649343895 0.006319677649343895 0.005727427080273628
0.006311007099622942 0.006311007099622942 0.005543622653931379
0.006301661766072938 0.006301661766072938 0.0039140270091593266
0.00629484055142304 0.00629484055142304 0.00278706313110888
0.006289579589218827 0.006289579589218827 0.003842330537736416
0.006284443085356619 0.006284443085356619 0.004674965050071478
0.006278052960916219 0.006278052960916219 0.004135544877499342
0.0062719820543648535 0.0062719820543648535 0.0026510385796427727
0.006267595628224551 0.006267595628224551 0.0021081455051898956
0.006264475431475345 0.006264475431475345 0.003154188860207796
0.00626120163566939 0.00626120163566939 0.003643585601821542
0.0062572636613419325 0.0062572636613419325 0.0030254069715738297
0.0062543839016305095 0.0062543839016305095 0.0019004128407686949
