nohup: ignoring input
('==== Found maximium gradient [0.68139344, 0.68139344, 0.68139344] of gate '
 'e^[X4 Y0], e^[X8 Y0], e^[X1 Y0] ====')
learning rate =  0.06813934567104411
0.37779086573540466 0.37779086573540466 1.4011963605880737
0.22116213281492952 0.22116213281492952 0.9048244953155518
0.11199905694310107 0.11199905694310107 0.44698670506477356
0.08071274168970559 0.08071274168970559 0.15401510894298553
0.1027559814845424 0.1027559814845424 0.49243712425231934
0.13629907872366623 0.13629907872366623 0.8463528156280518
0.1464624455505833 0.1464624455505833 0.9712528586387634
0.13032891364036528 0.13032891364036528 0.8301061391830444
0.10675046069499876 0.10675046069499876 0.5746936202049255
0.08845766649748273 0.08845766649748273 0.3248365521430969
0.07944840631169851 0.07944840631169851 0.15345370769500732
0.0795254237832326 0.0795254237832326 0.18925580382347107
0.08584942381186868 0.08584942381186868 0.3067769706249237
0.0939491141784701 0.0939491141784701 0.39750683307647705
0.09931638073445277 0.09931638073445277 0.4450107216835022
0.09921138336140485 0.09921138336140485 0.4473170340061188
0.09371252464333903 0.09371252464333903 0.4083130657672882
0.08525138639582214 0.08525138639582214 0.3355349600315094
0.07710626120617689 0.07710626120617689 0.23868627846240997
0.07191240335022353 0.07191240335022353 0.13082590699195862
0.0707462332744868 0.0707462332744868 0.06021863594651222
0.0729669055438608 0.0729669055438608 0.13270021975040436
0.07675366510179599 0.07675366510179599 0.22254207730293274
0.07998763821693529 0.07998763821693529 0.2857339680194855
0.08114095012745734 0.08114095012745734 0.3103885054588318
0.07982829024330881 0.07982829024330881 0.29435524344444275
0.0767427033419961 0.0767427033419961 0.24408376216888428
0.07313980847713282 0.07313980847713282 0.17116986215114594
0.0702923446431047 0.0702923446431047 0.08858820050954819
0.0690709271283928 0.0690709271283928 0.02146279625594616
0.06963453860790117 0.06963453860790117 0.07506441324949265
0.07135094208587918 0.07135094208587918 0.13208742439746857
0.07310394800704959 0.07310394800704959 0.16926400363445282
0.07391589469793827 0.07391589469793827 0.18367092311382294
0.07347257532948036 0.07347257532948036 0.17581309378147125
0.07216446628569842 0.07216446628569842 0.14889493584632874
0.07069483691308412 0.07069483691308412 0.10815984755754471
0.06963117331996194 0.06963117331996194 0.06104574352502823
0.06920755020991871 0.06920755020991871 0.02905558981001377
0.06937217182300734 0.06937217182300734 0.05640890821814537
0.0698915073477813 0.0698915073477813 0.09229058772325516
0.07043060151550523 0.07043060151550523 0.11571606993675232
0.07066492096150363 0.07066492096150363 0.12222125381231308
0.07044177122108211 0.07044177122108211 0.11155624687671661
0.06987771585923885 0.06987771585923885 0.08673474192619324
0.06928773080383636 0.06928773080383636 0.053459201008081436
0.06896976550778608 0.06896976550778608 0.022731980308890343
0.06901657826170413 0.06901657826170413 0.0307980477809906
0.06928797999442388 0.06928797999442388 0.055643144994974136
0.06954290134919275 0.06954290134919275 0.07263927161693573
0.06960869946425444 0.06960869946425444 0.07855028659105301
0.06946468349027446 0.06946468349027446 0.07345569133758545
0.06920844937720341 0.06920844937720341 0.05911112204194069
0.06896705423154596 0.06896705423154596 0.038518574088811874
0.06883154071040881 0.06883154071040881 0.01708025485277176
0.06883557159381477 0.06883557159381477 0.017905473709106445
0.06895022722841573 0.06895022722841573 0.03596455603837967
0.06909171067634771 0.06909171067634771 0.049412958323955536
0.06915844988668057 0.06915844988668057 0.05453258752822876
0.06909717867309464 0.06909717867309464 0.050655726343393326
0.06894622886538433 0.06894622886538433 0.03905132785439491
0.06880181256452955 0.06880181256452955 0.022481931373476982
0.06873970889895659 0.06873970889895659 0.005601133685559034
0.0687674335723264 0.0687674335723264 0.014112040400505066
0.06883884665400897 0.06883884665400897 0.026838188990950584
0.06889796664160086 0.06889796664160086 0.034344691783189774
0.06891219124882071 0.06891219124882071 0.03591728210449219
0.06887795567181965 0.06887795567181965 0.03186706453561783
0.06881567641742371 0.06881567641742371 0.023296765983104706
0.06875916699932769 0.06875916699932769 0.012117957696318626
0.06873533108062216 0.06873533108062216 0.004816161002963781
iteration: 1 | epoch: 72 |   loss: 0.068735  |   KL divergence: 0.068735  |  JS divergence: 0.020432
('==== Found maximium gradient [0.13770117, 0.12936772, 0.12460382] of gate '
 'e^[Y1 Z2], e^[Y2 Z1], e^[Y2 Z3] ====')
learning rate =  0.01306697232714636
0.06874991689718375 0.06874991689718375 0.22672006487846375
0.0644990373400944 0.0644990373400944 0.20221969485282898
0.06008349191221263 0.06008349191221263 0.16099277138710022
0.0569847789811629 0.0569847789811629 0.13327960669994354
0.0547156659766502 0.0547156659766502 0.11289466917514801
0.05285304711790821 0.05285304711790821 0.08752066642045975
0.05157047302932016 0.05157047302932016 0.06504204124212265
0.05094193036776686 0.05094193036776686 0.058891408145427704
0.050757387076626186 0.050757387076626186 0.06518151611089706
0.050715794426718516 0.050715794426718516 0.0694412961602211
0.0506920413571528 0.0506920413571528 0.06889662146568298
0.05069994996191035 0.05069994996191035 0.06749195605516434
0.050752417513588034 0.050752417513588034 0.06821274012327194
0.05079242685171684 0.05079242685171684 0.069060318171978
0.05074415131043936 0.05074415131043936 0.06618735194206238
0.05060926340050742 0.05060926340050742 0.05903018265962601
0.05045838169436161 0.05045838169436161 0.05079992115497589
0.05035749573683056 0.05035749573683056 0.04569112882018089
0.05031174666445981 0.05031174666445981 0.04440976306796074
0.0502883222528169 0.0502883222528169 0.043872471898794174
0.05026714386274765 0.05026714386274765 0.04234449937939644
0.05025807838682092 0.05025807838682092 0.04128964617848396
0.050272314323051105 0.050272314323051105 0.04263937473297119
